"age","credithistory","creditstatus","customerid","id","paymenthistory","callreason","customervalue","frequentcaller","customername","gender","income","clvsegment","zipcode","circleid","startingmember"
33,"Paid on time","Due payment","CE-373",NA,"Same month",NA,NA,"Yes","Gian Lybarger","m",38811,NA,94694,"CI-11","No"
30,"Past arrears","Clear","CE-374",NA,"Same day",NA,NA,"Yes","Jessica Graham","f",34274,NA,95723,"CI-11","No"
20,"Paid on time","Clear","CE-377",NA,"Same month",NA,NA,"Yes","Garrison Bauman","m",19851,NA,86006,"CI-11","No"
23,"Past arrears","Due payment","CE-400",NA,"Same week",NA,NA,"Yes","Bethany Jordan-Coker","f",19457,NA,86640,"CI-11","No"
49,"Past arrears","Due payment","CE-405",NA,"Same day",NA,NA,"No","Mary Jackman","f",59162,NA,97309,"CI-11","No"
36,"Paid on time","Due payment","CE-407",NA,"Same week",NA,NA,"Yes","Sara Stark","f",56454,NA,96272,"CI-11","No"
60,"Past arrears","Due payment","CE-408",NA,"Same day",NA,NA,"Yes","Daniel Sagapolu","m",82650,NA,85557,"CI-11","No"
33,"Paid on time","Due payment","CE-409",NA,"Same day",NA,NA,"Yes","Nicholas Verzwyvelt","m",43686,NA,91636,"CI-11","No"
20,"Repaid on time","Clear","CE-411",NA,"Same day",NA,NA,"No","Zachary Bosseler","m",24583,NA,82725,"CI-11","No"
43,"Repaid on time","Due payment","CE-424",NA,"Same week",NA,NA,"No","Lucas Pike","m",43990,NA,96400,"CI-11","No"
21,"Past arrears","Due payment","CE-425",NA,"Same day",NA,NA,"No","Jessica Stierle","f",23069,NA,93280,"CI-11","No"
44,"Past arrears","Due payment","CE-428",NA,"Same month",NA,NA,"Yes","Jenae Hirn","f",49195,NA,96617,"CI-11","No"
49,"Past arrears","Due payment","CE-429",NA,"Same week",NA,NA,"No","Harrison Fleith","m",58483,NA,81200,"CI-11","No"
43,"Paid on time","Clear","CE-433",NA,"Same week",NA,NA,"No","Mitchell Karanik","m",44586,NA,89653,"CI-11","No"
20,"Repaid on time","Clear","CE-434",NA,"Same week",NA,NA,"Yes","Katie Woodward","f",30688,NA,92012,"CI-11","No"
34,"Paid on time","Clear","CE-435",NA,"Same month",NA,NA,"Yes","Ryan O'Rourke","m",38202,NA,81873,"CI-11","No"
22,"Paid on time","Due payment","CE-442",NA,"Same month",NA,NA,"No","Dallas Kinkaid","m",24003,NA,84606,"CI-11","No"
51,"Repaid on time","Due payment","CE-443",NA,"Same month",NA,NA,"Yes","Mackenzie Ryser","f",70093,NA,95259,"CI-11","No"
42,"Past arrears","Clear","CE-446",NA,"Same month",NA,NA,"Yes","Tanisha Waldorf","f",62421,NA,91786,"CI-11","No"
38,"Past arrears","Clear","CE-469",NA,"Same month",NA,NA,"Yes","David Beard","m",45737,NA,90839,"CI-11","No"
51,"Paid on time","Clear","CE-471",NA,"Same month",NA,NA,"No","Seth Gertie","m",67537,NA,84235,"CI-11","No"
19,"Repaid on time","Due payment","CE-472",NA,"Same month",NA,NA,"Yes","Alvin Vernon","m",22486,NA,85296,"CI-11","No"
47,"Paid on time","Due payment","CE-485",NA,"Same week",NA,NA,"Yes","Danielle Avery","f",72536,NA,98273,"CI-11","No"
21,"Past arrears","Due payment","CE-486",NA,"Same month",NA,NA,"No","William Mcgregor Jr","m",30054,NA,89220,"CI-11","No"
19,"Past arrears","Due payment","CE-487",NA,"Same day",NA,NA,"No","Tait Robertson","m",19036,NA,79943,"CI-11","No"
57,"Past arrears","Due payment","CE-489",NA,"Same month",NA,NA,"No","Charles Traw","m",92795,NA,86564,"CI-11","No"
29,"Past arrears","Due payment","CE-490",NA,"Same week",NA,NA,"Yes","Ian Rosen","m",27625,NA,87758,"CI-11","No"
63,"Past arrears","Clear","CE-491",NA,"Same week",NA,NA,"No","Savannah Haynes","f",64223,NA,96140,"CI-11","No"
61,"Paid on time","Clear","CE-492",NA,"Same day",NA,NA,"No","Jacob Franz","m",76157,NA,81599,"CI-11","No"
18,"Repaid on time","Clear","CE-494",NA,"Same week",NA,NA,"No","Adelynn Pieper","f",21561,NA,92731,"CI-11","No"
58,"Past arrears","Clear","CE-501",NA,"Same month",NA,NA,"No","Kristen Thompson","f",71080,NA,99258,"CI-11","No"
23,"Paid on time","Clear","CE-503",NA,"Same week",NA,NA,"Yes","Logan Derose","f",30233,NA,92888,"CI-11","No"
40,"Paid on time","Clear","CE-508",NA,"Same day",NA,NA,"Yes","Grace Janes","f",52579,NA,98479,"CI-11","No"
28,"Repaid on time","Clear","CE-513",NA,"Same week",NA,NA,"Yes","Britany Boardman","f",36483,NA,86665,"CI-11","No"
37,"Paid on time","Due payment","CE-516",NA,"Same week",NA,NA,"No","Taryn Maloney","f",35268,NA,98695,"CI-11","No"
56,"Past arrears","Due payment","CE-517",NA,"Same week",NA,NA,"Yes","Levi Claussen","m",78863,NA,85531,"CI-11","No"
55,"Paid on time","Clear","CE-521",NA,"Same week",NA,NA,"No","Brian Thompson","m",52078,NA,88919,"CI-11","No"
36,"Past arrears","Clear","CE-523",NA,"Same week",NA,NA,"No","Cassy Glenn","f",57061,NA,92499,"CI-11","No"
23,"Paid on time","Clear","CE-533",NA,"Same week",NA,NA,"Yes","Arianna Schueller","f",31949,NA,89822,"CI-11","No"
64,"Past arrears","Clear","CE-535",NA,"Same month",NA,NA,"Yes","Emerald Smith","f",65587,NA,91816,"CI-11","No"
64,"Paid on time","Clear","CE-538",NA,"Same day",NA,NA,"No","Stephanie Slocum","f",59858,NA,82208,"CI-11","No"
41,"Past arrears","Due payment","CE-539",NA,"Same week",NA,NA,"Yes","Shannon Shields","f",41840,NA,88231,"CI-11","No"
51,"Paid on time","Clear","CE-540",NA,"Same week",NA,NA,"Yes","Jordan Williams","f",65987,NA,88194,"CI-11","No"
27,"Past arrears","Due payment","CE-541",NA,"Same day",NA,NA,"No","Justin Redler-Bernhardt","m",25647,NA,78833,"CI-11","No"
20,"Paid on time","Clear","CE-549",NA,"Same month",NA,NA,"No","Katherine Ellis","f",20081,NA,96435,"CI-11","No"
39,"Paid on time","Clear","CE-554",NA,"Same week",NA,NA,"No","Brandi Pedrosa","f",56354,NA,88938,"CI-11","No"
62,"Repaid on time","Clear","CE-556",NA,"Same month",NA,NA,"No","Dustin Hammel","m",93932,NA,98585,"CI-11","No"
24,"Past arrears","Due payment","CE-559",NA,"Same week",NA,NA,"Yes","Kevin Allen","m",25123,NA,97366,"CI-11","No"
52,"Past arrears","Clear","CE-564",NA,"Same month",NA,NA,"No","Katelyn Dussart","f",64574,NA,83674,"CI-11","No"
18,"Past arrears","Due payment","CE-579",NA,"Same day",NA,NA,"Yes","Candace Hoffman","f",19140,NA,86762,"CI-11","No"
56,"Repaid on time","Due payment","CE-584",NA,"Same week",NA,NA,"Yes","Mary Rhodin","f",80087,NA,95678,"CI-11","No"
56,"Past arrears","Clear","CE-590",NA,"Same month",NA,NA,"No","Haley Kautz","f",84186,NA,86427,"CI-11","No"
56,"Repaid on time","Clear","CE-591",NA,"Same month",NA,NA,"Yes","Amber Leroux","f",70863,NA,84864,"CI-11","Yes"
32,"Repaid on time","Due payment","CE-596",NA,"Same month",NA,NA,"Yes","Mackenzie Miller","f",39134,NA,80243,"CI-11","No"
61,"Paid on time","Clear","CE-600",NA,"Same week",NA,NA,"No","Tyler Eells","m",84241,NA,84447,"CI-11","No"
31,"Repaid on time","Clear","CE-605",NA,"Same week",NA,NA,"No","Ameen Klein","m",37830,NA,93392,"CI-11","No"
22,"Paid on time","Due payment","CE-619",NA,"Same week",NA,NA,"Yes","Kayle Turley","f",29189,NA,88063,"CI-11","No"
30,"Past arrears","Clear","CE-624",NA,"Same week",NA,NA,"Yes","Brandi Myers","f",44115,NA,96383,"CI-11","No"
35,"Repaid on time","Clear","CE-627",NA,"Same week",NA,NA,"No","Mitchell Desilva","m",40226,NA,82662,"CI-11","No"
49,"Repaid on time","Clear","CE-632",NA,"Same day",NA,NA,"No","Sophia Rogers","f",57105,NA,96193,"CI-11","No"
38,"Paid on time","Clear","CE-637",NA,"Same week",NA,NA,"No","Mitchell Pepper","m",48600,NA,96859,"CI-11","No"
20,"Paid on time","Clear","CE-639",NA,"Same week",NA,NA,"Yes","Braiden Garcia","m",15641,NA,82458,"CI-11","No"
36,"Past arrears","Clear","CE-646",NA,"Same week",NA,NA,"No","Evan Sullivan","m",46051,NA,79941,"CI-11","No"
52,"Past arrears","Clear","CE-648",NA,"Same month",NA,NA,"Yes","James Creaser","m",72280,NA,96755,"CI-11","No"
51,"Paid on time","Due payment","CE-655",NA,"Same week",NA,NA,"No","Leigh Childs","f",52963,NA,91354,"CI-11","No"
64,"Paid on time","Clear","CE-657",NA,"Same month",NA,NA,"Yes","Sean Zimblis","m",39913,NA,87514,"CI-11","No"
50,"Paid on time","Clear","CE-660",NA,"Same week",NA,NA,"No","Claire Hagins","f",62914,NA,93515,"CI-11","No"
46,"Paid on time","Clear","CE-663",NA,"Same week",NA,NA,"No","Emma Doxtater","f",40817,NA,99797,"CI-11","No"
34,"Paid on time","Due payment","CE-664",NA,"Same week",NA,NA,"No","Steven Welter","m",39480,NA,81895,"CI-11","No"
48,"Past arrears","Due payment","CE-670",NA,"Same week",NA,NA,"No","Jordan Roberts","f",47147,NA,90748,"CI-11","No"
19,"Repaid on time","Clear","CE-672",NA,"Same day",NA,NA,"No","Carlee Pantleo","f",27699,NA,89326,"CI-11","No"
23,"Repaid on time","Due payment","CE-673",NA,"Same week",NA,NA,"Yes","Steven Bishop","m",20813,NA,83025,"CI-11","No"
43,"Past arrears","Due payment","CE-682",NA,"Same day",NA,NA,"Yes","Amanda Patterson","f",51870,NA,98538,"CI-11","No"
39,"Repaid on time","Clear","CE-684",NA,"Same day",NA,NA,"Yes","Stacie Palmer","f",51220,NA,82041,"CI-11","No"
56,"Past arrears","Due payment","CE-688",NA,"Same week",NA,NA,"Yes","Mckenzie Felberg","f",71258,NA,91924,"CI-11","No"
20,"Past arrears","Clear","CE-692",NA,"Same week",NA,NA,"No","Jessica Brita","f",20406,NA,84496,"CI-11","No"
47,"Past arrears","Due payment","CE-700",NA,"Same day",NA,NA,"Yes","Skye Petro","f",42740,NA,99474,"CI-11","No"
42,"Paid on time","Clear","CE-703",NA,"Same month",NA,NA,"Yes","Avery Gurule","m",58883,NA,99084,"CI-11","No"
30,"Past arrears","Clear","CE-708",NA,"Same week",NA,NA,"No","Michael Cole","m",43280,NA,89018,"CI-11","No"
44,"Past arrears","Clear","CE-723",NA,"Same week",NA,NA,"Yes","Dominic Fetterley","m",52470,NA,80132,"CI-11","No"
30,"Paid on time","Clear","CE-735",NA,"Same month",NA,NA,"Yes","Courtney Nimori","f",45767,NA,87844,"CI-11","No"
44,"Paid on time","Due payment","CE-737",NA,"Same week",NA,NA,"Yes","Stephanie Parker","f",44950,NA,90154,"CI-11","No"
40,"Paid on time","Due payment","CE-744",NA,"Same day",NA,NA,"No","Courtney Ludens","f",39320,NA,88011,"CI-11","No"
37,"Paid on time","Clear","CE-746",NA,"Same week",NA,NA,"No","James Vanwie","m",43823,NA,82191,"CI-11","No"
39,"Past arrears","Clear","CE-753",NA,"Same month",NA,NA,"No","Morgan Bauer","f",36632,NA,96926,"CI-11","No"
32,"Repaid on time","Clear","CE-755",NA,"Same week",NA,NA,"Yes","Alexa Sigler","f",45817,NA,97264,"CI-11","No"
40,"Paid on time","Clear","CE-756",NA,"Same week",NA,NA,"No","Cameron Mogen","m",43997,NA,93864,"CI-11","No"
18,"Past arrears","Clear","CE-759",NA,"Same week",NA,NA,"No","Eryn Wathier","f",18828,NA,82099,"CI-11","No"
27,"Paid on time","Clear","CE-766",NA,"Same week",NA,NA,"No","Logan Dumford","m",30447,NA,91551,"CI-11","No"
33,"Paid on time","Clear","CE-768",NA,"Same month",NA,NA,"No","Brook Brazzale","f",41531,NA,86302,"CI-11","No"
54,"Paid on time","Clear","CE-769",NA,"Same week",NA,NA,"Yes","Coy Fuller","m",66614,NA,94500,"CI-11","No"
53,"Repaid on time","Clear","CE-770",NA,"Same month",NA,NA,"No","Madison Phillips","f",52314,NA,83719,"CI-11","No"
42,"Past arrears","Clear","CE-780",NA,"Same day",NA,NA,"Yes","Moleen Hergert","f",66092,NA,89989,"CI-11","No"
27,"Past arrears","Clear","CE-782",NA,"Same week",NA,NA,"No","Christyna Smith","f",26509,NA,96049,"CI-11","No"
29,"Paid on time","Clear","CE-783",NA,"Same month",NA,NA,"Yes","Shannon Lile","f",50577,NA,95955,"CI-11","No"
18,"Past arrears","Clear","CE-786",NA,"Same day",NA,NA,"Yes","Rachelle New","f",18299,NA,78372,"CI-11","No"
44,"Paid on time","Clear","CE-793",NA,"Same week",NA,NA,"No","Steven Jones","m",54886,NA,80087,"CI-11","No"
36,"Paid on time","Clear","CE-800",NA,"Same month",NA,NA,"Yes","Mitchell Johnston","m",27151,NA,89647,"CI-11","No"
59,"Past arrears","Due payment","CE-801",NA,"Same week",NA,NA,"No","Emily Michels","f",83806,NA,82191,"CI-11","No"
25,"Repaid on time","Due payment","CE-802",NA,"Same day",NA,NA,"Yes","Taylor Defino","m",28703,NA,83420,"CI-11","No"
63,"Past arrears","Due payment","CE-806",NA,"Same week",NA,NA,"Yes","Dakotah Pisciotta","m",66728,NA,98425,"CI-11","No"
43,"Past arrears","Clear","CE-808",NA,"Same month",NA,NA,"Yes","Cameron Chronopoulos","m",43734,NA,99190,"CI-11","No"
49,"Past arrears","Due payment","CE-819",NA,"Same month",NA,NA,"Yes","Brett Ghozati","m",67148,NA,93964,"CI-11","No"
60,"Paid on time","Due payment","CE-822",NA,"Same week",NA,NA,"No","Ian Smith","m",86387,NA,83041,"CI-11","No"
59,"Paid on time","Clear","CE-828",NA,"Same day",NA,NA,"Yes","Paul Lynes","m",68678,NA,85559,"CI-11","No"
50,"Past arrears","Due payment","CE-834",NA,"Same day",NA,NA,"Yes","Austin Cole","m",62632,NA,89111,"CI-11","No"
54,"Past arrears","Due payment","CE-837",NA,"Same week",NA,NA,"Yes","Rebecca Rex","f",55456,NA,86063,"CI-11","No"
60,"Past arrears","Clear","CE-841",NA,"Same day",NA,NA,"Yes","Theresa Cullipher","f",96724,NA,87240,"CI-11","No"
42,"Paid on time","Clear","CE-843",NA,"Same day",NA,NA,"No","Jaegr Joyce","m",55219,NA,98525,"CI-11","No"
24,"Paid on time","Due payment","CE-844",NA,"Same month",NA,NA,"Yes","Alex Wright","m",31761,NA,96005,"CI-11","No"
38,"Repaid on time","Clear","CE-859",NA,"Same week",NA,NA,"Yes","Abigayle Kidd","f",56159,NA,86736,"CI-11","No"
27,"Past arrears","Clear","CE-860",NA,"Same week",NA,NA,"Yes","Luke Rosser","m",38848,NA,99336,"CI-11","No"
20,"Repaid on time","Clear","CE-861",NA,"Same day",NA,NA,"Yes","Alexandra Marcus","f",25502,NA,99892,"CI-11","No"
41,"Repaid on time","Clear","CE-863",NA,"Same week",NA,NA,"No","Morgan Sawtelle","f",65646,NA,98482,"CI-11","No"
64,"Paid on time","Due payment","CE-864",NA,"Same month",NA,NA,"No","Mckenzie Murray","f",87570,NA,86994,"CI-11","No"
43,"Past arrears","Clear","CE-865",NA,"Same day",NA,NA,"No","Kaitlin Schoenradt","f",56809,NA,89802,"CI-11","No"
64,"Paid on time","Clear","CE-867",NA,"Same month",NA,NA,"No","Stephen Hicks","m",77018,NA,81349,"CI-11","No"
22,"Paid on time","Clear","CE-869",NA,"Same week",NA,NA,"No","Jenna Elwell","f",28075,NA,82560,"CI-11","No"
34,"Paid on time","Clear","CE-873",NA,"Same week",NA,NA,"Yes","Shanaia Samuels","f",37810,NA,94032,"CI-11","No"
47,"Repaid on time","Clear","CE-876",NA,"Same week",NA,NA,"No","Melissa George","f",41571,NA,99318,"CI-11","No"
34,"Paid on time","Due payment","CE-880",NA,"Same month",NA,NA,"No","Brett Wall","m",45740,NA,95509,"CI-11","No"
57,"Repaid on time","Due payment","CE-881",NA,"Same month",NA,NA,"Yes","Lexi Chandler","f",76128,NA,88280,"CI-11","No"
27,"Repaid on time","Clear","CE-885",NA,"Same month",NA,NA,"Yes","John Diede","m",30588,NA,84851,"CI-11","No"
29,"Repaid on time","Due payment","CE-889",NA,"Same day",NA,NA,"Yes","Stevie Hee","f",34664,NA,94187,"CI-11","No"
48,"Repaid on time","Clear","CE-892",NA,"Same week",NA,NA,"No","Rachel Gardner","f",53023,NA,93429,"CI-11","No"
28,"Paid on time","Clear","CE-893",NA,"Same month",NA,NA,"Yes","Connor Franklin","m",42428,NA,93047,"CI-11","No"
23,"Repaid on time","Clear","CE-901",NA,"Same week",NA,NA,"Yes","Carla Mcmillian","f",17441,NA,97193,"CI-11","No"
47,"Past arrears","Clear","CE-902",NA,"Same week",NA,NA,"Yes","Adam Jaye","m",55765,NA,90057,"CI-11","No"
18,"Past arrears","Clear","CE-903",NA,"Same day",NA,NA,"Yes","Steven Abeyta","m",18433,NA,99093,"CI-11","No"
30,"Past arrears","Clear","CE-908",NA,"Same day",NA,NA,"No","Elijah Howell","m",38643,NA,94430,"CI-11","No"
31,"Paid on time","Clear","CE-913",NA,"Same day",NA,NA,"No","Landon Hubbard","m",42275,NA,85763,"CI-11","No"
25,"Paid on time","Clear","CE-915",NA,"Same day",NA,NA,"No","Sierra Koenigsknecht","f",34117,NA,84717,"CI-11","No"
41,"Past arrears","Due payment","CE-916",NA,"Same month",NA,NA,"Yes","Chelsea Beasley","f",48433,NA,97411,"CI-11","No"
40,"Paid on time","Clear","CE-919",NA,"Same day",NA,NA,"Yes","Zaynib Fethke","f",41777,NA,89866,"CI-11","No"
50,"Past arrears","Clear","CE-925",NA,"Same day",NA,NA,"Yes","Garrett Hamblin","m",71107,NA,84325,"CI-11","No"
64,"Paid on time","Due payment","CE-926",NA,"Same month",NA,NA,"Yes","Alexis Klein","f",84657,NA,88054,"CI-11","No"
27,"Past arrears","Clear","CE-933",NA,"Same month",NA,NA,"No","Susanne Galles","f",33753,NA,82347,"CI-11","No"
55,"Paid on time","Due payment","CE-940",NA,"Same week",NA,NA,"No","Brenna Snider","f",67812,NA,84699,"CI-11","No"
25,"Past arrears","Clear","CE-941",NA,"Same month",NA,NA,"No","Breanne Adkins","f",23574,NA,89642,"CI-11","No"
24,"Past arrears","Clear","CE-946",NA,"Same month",NA,NA,"No","Michael Smith","m",24022,NA,99306,"CI-11","No"
34,"Paid on time","Clear","CE-947",NA,"Same week",NA,NA,"No","Marcella Grooms","f",44313,NA,95106,"CI-11","No"
47,"Past arrears","Clear","CE-954",NA,"Same week",NA,NA,"No","Shane Beining","m",54337,NA,84103,"CI-11","No"
41,"Paid on time","Clear","CE-958",NA,"Same month",NA,NA,"Yes","Tom Collins","m",47688,NA,78879,"CI-11","No"
39,"Paid on time","Clear","CE-960",NA,"Same week",NA,NA,"Yes","Ola Allen","f",53897,NA,88637,"CI-11","No"
35,"Paid on time","Due payment","CE-966",NA,"Same week",NA,NA,"Yes","Rebekah Lyons","f",42522,NA,93997,"CI-11","No"
23,"Repaid on time","Due payment","CE-972",NA,"Same month",NA,NA,"No","Zachary Bytnar","m",26120,NA,93214,"CI-11","No"
30,"Repaid on time","Clear","CE-977",NA,"Same week",NA,NA,"Yes","Gina Tyler","f",39684,NA,97659,"CI-11","No"
44,"Repaid on time","Clear","CE-979",NA,"Same week",NA,NA,"Yes","Megan Hartman","f",50651,NA,81582,"CI-11","No"
30,"Repaid on time","Due payment","CE-980",NA,"Same month",NA,NA,"No","Dehrien Stewart","f",36039,NA,95025,"CI-11","No"
18,"Repaid on time","Clear","CE-982",NA,"Same week",NA,NA,"Yes","Ian Tsafos","m",24653,NA,89728,"CI-11","No"
30,"Past arrears","Clear","CE-986",NA,"Same week",NA,NA,"No","Aaron Harshaw","m",37739,NA,87749,"CI-11","No"
54,"Paid on time","Clear","CE-987",NA,"Same month",NA,NA,"Yes","Chase Crippen","m",67435,NA,97379,"CI-11","No"
53,"Past arrears","Due payment","CE-989",NA,"Same day",NA,NA,"Yes","Joey Austin","f",70639,NA,96860,"CI-11","No"
53,"Past arrears","Due payment","CE-992",NA,"Same week",NA,NA,"Yes","Jagger Adams","m",65456,NA,83672,"CI-11","No"
45,"Past arrears","Due payment","CE-998",NA,"Same month",NA,NA,"Yes","Johnathan Rovnak","m",69342,NA,98509,"CI-11","No"
